,response,noun,gender,nounclass,predicate1,predicate1English,predicate2,predicate2English,class1,class2,slide_number,condition,assess,age,education,language,region,dialect,enjoyment,comments,Browser,OS,screenH,screenW,time_in_minutes,participant_id
11,1.0,formaggio,Male,food,viola,purple,minuscolo,tiny,color,size,14,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
12,0.32,televisore,Male,furniture,quadrato,square,tedesco,German,shape,nationality,15,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
13,1.0,banana,Male,food,vecchio,old,polacco,Polish,age,nationality,16,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
14,0.0,formaggio,Male,food,marrone,brown,vecchio,old,color,age,17,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
15,0.68,mela,Male,food,duro,hard,quadrato,square,texture,shape,18,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
16,0.28,mela,Male,food,polacco,Polish,vecchio,old,nationality,age,19,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
17,0.76,formaggio,Male,food,fantastico,wonderful,nuovo,new,quality,age,20,AAN,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
18,1.0,scrivania,Male,furniture,francese,French,grande,big,nationality,size,21,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
19,0.27,scrivania,Male,furniture,marrone,brown,tedesco,German,color,nationality,22,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
20,0.78,ventilatore,Male,furniture,marrone,brown,francese,French,color,nationality,23,AAN,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
21,0.17,sedia,Male,furniture,rotondo,round,rosso,red,shape,color,24,AAN,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
22,0.96,carota,Male,food,morbido,soft,piccolo,small,texture,size,25,NAA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
23,0.75,sedia,Male,furniture,polacco,Polish,cattivo,bad,nationality,quality,26,AAN,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
24,0.84,sedia,Male,furniture,cattivo,bad,vecchio,old,quality,age,27,ANA,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
25,0.21,televisore,Male,furniture,blu,blue,fantastico,wonderful,color,quality,28,AAN,Yes,28,2,Spagnolo Italiano,Lombardia,,2,,Chrome,Windows,1080,1920,3.5892166666666667,60
0,0.93,ventilatore,Male,furniture,lungo,long,tedesco,German,size,nationality,3,ANA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
1,0.0,ventilatore,Male,furniture,marrone,brown,gigantesco,huge,color,size,4,ANA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
2,0.78,mela,Male,food,marcio,rotten,gigantesco,huge,age,size,5,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
3,0.11,ventilatore,Male,furniture,minuscolo,tiny,morbido,soft,size,texture,6,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
4,0.88,divano,Male,furniture,fantastico,wonderful,minuscolo,tiny,quality,size,7,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
5,0.88,divano,Male,furniture,polacco,Polish,viola,purple,nationality,color,8,ANA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
6,0.04,scrivania,Male,furniture,morbido,soft,corto,short,texture,size,9,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
7,0.93,televisore,Male,furniture,tedesco,German,fresco,fresh,nationality,age,10,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
8,0.09,sedia,Male,furniture,tedesco,German,lungo,long,nationality,size,11,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
9,0.92,carota,Male,food,grande,big,verde,green,size,color,12,ANA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
10,0.92,mela,Male,food,morbido,soft,piccolo,small,texture,size,13,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
11,0.9,ventilatore,Male,furniture,nuovo,new,liscio,smooth,age,texture,14,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
12,0.89,formaggio,Male,food,blu,blue,tedesco,German,color,nationality,15,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
13,0.07,ventilatore,Male,furniture,francese,French,corto,short,nationality,size,16,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
14,0.92,scrivania,Male,furniture,cattivo,bad,polacco,Polish,quality,nationality,17,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
15,0.9,divano,Male,furniture,cattivo,bad,minuscolo,tiny,quality,size,18,ANA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
16,0.01,banana,Male,food,francese,French,viola,purple,nationality,color,19,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
17,0.13,mela,Male,food,vecchio,old,verde,green,age,color,20,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
18,0.18,formaggio,Male,food,vecchio,old,rosso,red,age,color,21,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
19,0.09,banana,Male,food,quadrato,square,grande,big,shape,size,22,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
20,0.92,banana,Male,food,viola,purple,liscio,smooth,color,texture,23,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
21,0.94,sedia,Male,furniture,vecchio,old,grande,big,age,size,24,ANA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
22,0.06,banana,Male,food,quadrato,square,viola,purple,shape,color,25,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
23,0.08,televisore,Male,furniture,tedesco,German,vecchio,old,nationality,age,26,ANA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
24,0.9,scrivania,Male,furniture,vecchio,old,minuscolo,tiny,age,size,27,NAA,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
25,0.89,formaggio,Male,food,grande,big,rosso,red,size,color,28,AAN,Yes,34,3,Italiano,Lombardia ,Milanese ,2,Esperimento interessante che fa riflettere su come poniamo in ordine gli aggettivi,Chrome,Linux,915,412,3.2472,61
0,1.0,scrivania,Male,furniture,corto,short,blu,blue,size,color,3,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
1,0.0,formaggio,Male,food,cattivo,bad,corto,short,quality,size,4,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
2,0.0,televisore,Male,furniture,giallo,yellow,rotondo,round,color,shape,5,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
3,0.0,formaggio,Male,food,piccolo,small,nuovo,new,size,age,6,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
4,0.0,sedia,Male,furniture,polacco,Polish,rosso,red,nationality,color,7,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
5,0.22,pomodoro,Male,food,nuovo,new,corto,short,age,size,8,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
6,0.2,televisore,Male,furniture,nuovo,new,tedesco,German,age,nationality,9,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
7,0.15,formaggio,Male,food,rotondo,round,grande,big,shape,size,10,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
8,0.12,televisore,Male,furniture,tedesco,German,piccolo,small,nationality,size,11,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
9,0.26,ventilatore,Male,furniture,polacco,Polish,grande,big,nationality,size,12,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
10,0.15,televisore,Male,furniture,minuscolo,tiny,vecchio,old,size,age,13,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
11,0.07,pomodoro,Male,food,duro,hard,marrone,brown,texture,color,14,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
12,0.0,scrivania,Male,furniture,rotondo,round,minuscolo,tiny,shape,size,15,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
13,0.26,formaggio,Male,food,vecchio,old,giallo,yellow,age,color,16,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
14,0.09,formaggio,Male,food,marrone,brown,cattivo,bad,color,quality,17,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
15,0.06,carota,Male,food,blu,blue,corto,short,color,size,18,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
16,0.18,banana,Male,food,cattivo,bad,viola,purple,quality,color,19,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
17,0.07,televisore,Male,furniture,liscio,smooth,vecchio,old,texture,age,20,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
18,0.87,carota,Male,food,rosso,red,francese,French,color,nationality,21,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
19,0.93,televisore,Male,furniture,fantastico,wonderful,morbido,soft,quality,texture,22,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
20,0.39,mela,Male,food,piccolo,small,quadrato,square,size,shape,23,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
21,0.09,pomodoro,Male,food,piccolo,small,nuovo,new,size,age,24,NAA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
22,0.09,formaggio,Male,food,tedesco,German,rotondo,round,nationality,shape,25,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
23,0.63,banana,Male,food,lungo,long,liscio,smooth,size,texture,26,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
24,0.04,divano,Male,furniture,blu,blue,fantastico,wonderful,color,quality,27,ANA,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
25,0.22,carota,Male,food,polacco,Polish,marcio,rotten,nationality,age,28,AAN,Yes,30,1,Italiano,Puglia,,1,,Chrome,Windows,864,1536,5.064766666666666,62
0,0.95,televisore,Male,furniture,minuscolo,tiny,liscio,smooth,size,texture,3,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
1,0.03,banana,Male,food,liscio,smooth,minuscolo,tiny,texture,size,4,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
2,0.96,carota,Male,food,rotondo,round,verde,green,shape,color,5,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
3,0.98,formaggio,Male,food,fresco,fresh,blu,blue,age,color,6,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
4,0.96,mela,Male,food,grande,big,marcio,rotten,size,age,7,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
5,0.0,scrivania,Male,furniture,polacco,Polish,minuscolo,tiny,nationality,size,8,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
6,0.97,scrivania,Male,furniture,piccolo,small,viola,purple,size,color,9,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
7,0.97,scrivania,Male,furniture,rotondo,round,verde,green,shape,color,10,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
8,0.95,carota,Male,food,fresco,fresh,francese,French,age,nationality,11,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
9,0.96,formaggio,Male,food,marrone,brown,quadrato,square,color,shape,12,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
10,0.01,mela,Male,food,fantastico,wonderful,marrone,brown,quality,color,13,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
11,0.02,ventilatore,Male,furniture,quadrato,square,marcio,rotten,shape,age,14,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
12,0.03,mela,Male,food,giallo,yellow,tedesco,German,color,nationality,15,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
13,0.99,ventilatore,Male,furniture,gigantesco,huge,rosso,red,size,color,16,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
14,0.97,banana,Male,food,morbido,soft,rosso,red,texture,color,17,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
15,0.97,sedia,Male,furniture,nuovo,new,fantastico,wonderful,age,quality,18,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
16,0.0,sedia,Male,furniture,blu,blue,minuscolo,tiny,color,size,19,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
17,0.97,banana,Male,food,fantastico,wonderful,fresco,fresh,quality,age,20,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
18,0.99,divano,Male,furniture,minuscolo,tiny,duro,hard,size,texture,21,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
19,0.03,banana,Male,food,duro,hard,grande,big,texture,size,22,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
20,0.02,carota,Male,food,francese,French,minuscolo,tiny,nationality,size,23,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
21,0.98,ventilatore,Male,furniture,fresco,fresh,rotondo,round,age,shape,24,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
22,0.01,televisore,Male,furniture,marrone,brown,fresco,fresh,color,age,25,AAN,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
23,0.02,carota,Male,food,morbido,soft,rotondo,round,texture,shape,26,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
24,0.96,mela,Male,food,rotondo,round,marrone,brown,shape,color,27,ANA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
25,0.02,ventilatore,Male,furniture,morbido,soft,corto,short,texture,size,28,NAA,Yes,27,2,italiano,Sardegna,,2,E' andato tutto okay durante l'esperimento,Chrome,Windows,768,1366,4.59815,63
0,1.0,formaggio,Female,food,vecchio,old,verde,green,age,color,3,AAN,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
1,1.0,formaggio,Female,food,vecchio,old,quadrato,square,age,shape,4,AAN,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
2,1.0,carota,Female,food,marrone,brown,fantastico,wonderful,color,quality,5,NAA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
3,1.0,banana,Female,food,morbido,soft,minuscolo,tiny,texture,size,6,AAN,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
4,0.01,ventilatore,Female,furniture,marcio,rotten,marrone,brown,age,color,7,NAA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
5,1.0,televisore,Female,furniture,vecchio,old,cattivo,bad,age,quality,8,ANA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
6,1.0,divano,Female,furniture,fresco,fresh,marrone,brown,age,color,9,NAA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
7,1.0,televisore,Female,furniture,lungo,long,tedesco,German,size,nationality,10,ANA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
8,1.0,mela,Female,food,lungo,long,polacco,Polish,size,nationality,11,NAA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
9,0.0,ventilatore,Female,furniture,rosso,red,grande,big,color,size,12,ANA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
10,1.0,sedia,Female,furniture,fantastico,wonderful,marcio,rotten,quality,age,13,AAN,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
11,0.0,divano,Female,furniture,rotondo,round,nuovo,new,shape,age,14,ANA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
12,0.0,sedia,Female,furniture,nuovo,new,marrone,brown,age,color,15,NAA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
13,1.0,divano,Female,furniture,marcio,rotten,giallo,yellow,age,color,16,ANA,Yes,49,1,Italiano,Lombardia,,2,"Alcune frasi non avevano molto senso, e ho scelto quelle che per me suonavano più naturali.",Firefox,Mac,540,960,4.467933333333334,64
